prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
boolean,boolean%string%other%object%void,1,keystroke by command,accelerator for command,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/application-menu.js,202,,keystrokesByCommand
string,string%array%other%object%html,1,item submenu,translate template,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/application-menu.js,208,,item.submenu
string,string%function|string%other%function%object,1,keystroke by command,translate template,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/application-menu.js,208,,keystrokesByCommand
other,other%string%event%object%eventfacade,1,,on event,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/path-watcher.js,248,None,
number,number%array.<number>%object%other%cc.size,1,max range,populate injection,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/tree-sitter-language-mode.js,617,,MAX_RANGE
object,object%type%other%array%string,1,,populate injection,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/tree-sitter-language-mode.js,617,object,
string,string%other%array.<string>%string|undefined%string|array,1,pack name,activate package,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-manager.js,683,,pack.name
other,other%string%event%object%eventfacade,1,,on event,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/path-watcher.js,258,None,
string,string%number%array%other%string|array,1,key path,get,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/config.js,1272,,keyPath
mixed,mixed%number%other%string%object,1,,get,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/config.js,1272,None,
string,string%other%boolean%object%assoc,1,,open with option,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,341,string,
string,string%other%boolean%object%assoc,1,,open with option,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,341,None,
string,string%goog.net.errorcode%number%integer%code,1,error code,get message for error code,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,832,,error.code
number,number%int%other%integer%object,1,row,pixel position after block for row,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1347,,row
number,number%other%int%number|array.<number>%object,1,row,pixel leave for row and column,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1348,,row
number,number%other%integer%int%lf.schema.column,1,column,pixel leave for row and column,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1348,,column
number,number%other%int%number|array.<number>%object,1,row,pixel leave for row and column,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1353,,row
number,number%other%number|array.<number>%goog.math.rect%integer,1,,pixel leave for row and column,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1353,None,
other,other%fileentry%array%string%object,1,,get load package,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-manager.js,772,None,
other,other%boolean%object%string%array.<string>,1,,deactivate package,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-manager.js,772,None,
string,string%other%object%mixed%string|object,1,buffer,auto assign language mode,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/grammar-registry.js,45,,buffer
boolean,boolean%object%state%other%reactorstate,1,check state,set state,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,46,,CheckingState
other,other%function%boolean%event%emitter,1,,emit window event,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,47,string,
other,other%number%void%string%boolean,1,,update window sheet offset,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/title-bar.js,18,None,
context,context%buckets.set%other%sprite%string,1,,set,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/config.js,691,None,
object,object%string%other%array%string|object,1,command,be explorer command,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/buffered-process.js,85,,command
function,function%object|function%string|function%constructor%object,1,,constructor,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/history-manager.js,26,None,
number,number%other%ext.component%component%string,1,,get component,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-element.js,37,string,
number,number%other%ext.component%component%string,1,,get component,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-element.js,37,None,
other,other%string%function%boolean%object,1,,handle error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,140,None,
other,other%string%boolean%function%object,1,error,handle error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,140,,error
other,other%render%boolean%object%phaser.plugin,1,editor,remove,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-registry.js,98,,editor
other,other%array%boolean%sap.ui.core.rendermanager%object,1,,destroy,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/decoration.js,81,None,
string,string%object%other%view%function,1,template,set active template,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/application-menu.js,49,,template
string,string%other%context%array.<string>%boolean,1,,set path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/project.js,610,object,
string,string%array%other%array.<string>%boolean,1,,get path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/project.js,610,object,
function,function%number%object%string%error|string,1,,execute java script in dev tool,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/atom-environment.js,939,string,
string,string%other%boolean%array%number,1,,open path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,371,string,
string,string%other%boolean%array%number,1,,open path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,371,None,
string,string%boolean%other%function%callback,1,error,handle save error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,895,,error
other,other%string%object%boolean%goog.tweak.baseentry,1,item,handle save error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,895,,item
other,other%ext.window%htmlevent%overlay%void,1,,focus window,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,372,string,
other,other%ext.window%htmlevent%overlay%void,1,,focus window,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,372,None,
other,other%function%boolean%string%object,1,resolve,add to project,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/atom-environment.js,1115,,resolve
string,string%other%array%object%null|string,1,,prompt for path to open,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,373,string,
string,string%other%array%object%null|string,1,,prompt for path to open,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,373,None,
other,other%string%object%mixed%boolean,1,,promisify,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,930,None,
string,string%other%array%object%null|string,1,,prompt for path to open,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,374,string,
string,string%other%array%object%null|string,1,,prompt for path to open,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,374,None,
function,function%other%string%number%object,1,callback,on do change,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/path-watcher.js,434,,callback
string,string%boolean%other%function%callback,1,error,handle save error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,942,,error
other,other%string%object%boolean%goog.tweak.baseentry,1,item,handle save error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,942,,item
string,string%object%other%eventfacade%event,1,event,autoscroll on mouse drag,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1815,,event
object,object%string%other%integer%goog.math.coordinate,1,event,screen position for mouse event,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1816,,event
string,string%other%object%any%this,1,,prompt to save item,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,1215,None,
string,string%object%other%eventfacade%event,1,event,autoscroll on mouse drag,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1869,,event
other,other%string%object%number%boolean,1,,autoscroll on mouse drag,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1869,boolean,
object,object%string%other%integer%goog.math.coordinate,1,event,screen position for mouse event,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,1870,,event
other,other%array%boolean%sap.ui.core.rendermanager%object,1,,destroy,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/pane.js,1217,boolean,
boolean,boolean%bool%object%other%buckets.set,1,no update available state,set state,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,51,,NoUpdateAvailableState
other,other%function%boolean%event%emitter,1,,emit window event,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,52,string,
boolean,boolean%string%fileentry%object%other,1,,update sync,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,216,boolean,
string,string%other%boolean%object%number,1,,unset,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/config.js,732,None,
string,string%object%type%boolean%array.<string>,1,,well base name,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/reopen-project-menu-manager.js,54,string,
other,other%array%number%disposable%object,1,,subscribe to buffer,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/git-repository.js,105,None,
string,string%other%array.<string>%object%array,1,file path,get package transpiler spec for file path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,47,,filePath
string,string%number%array%object%path,1,source code,get cache path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,49,,sourceCode
string,string%goog.graphics.path%array.<string>%array%other,1,file path,get cache path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,49,,filePath
object,object%other%string%array%boolean,1,spec,get cache path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,49,,spec
string,string%string|array%array.<string>%other%array,1,name,path for key,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/storage-folder.js,24,,name
other,other%string%function%boolean%object,1,,handle error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,184,None,
other,other%string%boolean%function%object,1,error,handle error,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,184,,error
function,function%object|function%string|function%constructor%object,1,,constructor,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,84,string,
function,function%object|function%string|function%constructor%object,1,,constructor,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,84,None,
other,other%boolean%array%object%string,1,,initialize,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,84,string,
other,other%boolean%array%object%string,1,,initialize,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,84,None,
boolean,boolean%editor%other%object%view,1,editor,update and monitor editor setting,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-registry.js,153,,editor
string,string%object%boolean%other%number,1,old language mode,update and monitor editor setting,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-registry.js,153,,oldLanguageMode
other,other%boolean%string%array%object,1,,reload,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/config-file.js,53,None,
other,other%boolean%string%array%object,1,,reload,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/config-file.js,53,number,
other,other%array%object%array.<string>%boolean,1,,remove buffer,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/project.js,765,None,
string,string%other%context%array.<string>%boolean,1,,set path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/project.js,768,None,
other,other%array%object%string%boolean,1,,schedule update,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2005,boolean,
number,number%integer%other%element%boolean,1,row,render screen line for row,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2263,,row
string,string%node%htmlelement%object%other,1,line node,measure horizontal position on line,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2289,,lineNode
string,string%htmlelement%node%object%other,1,text node,measure horizontal position on line,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2289,,textNodes
string,string%number%integer%object%htmlelement,1,column to measure,measure horizontal position on line,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2289,,columnsToMeasure
string,string%number%object%array%integer,1,position for line,measure horizontal position on line,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2289,,positionsForLine
hook,hook%other%boolean%function%object,1,hook,activate now,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,895,,hook
boolean,boolean%other%array%object%function,1,,activate now,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,895,None,
blockly.block,blockly.block%other%array%string%array.<string>,1,decoration,add block decoration,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2538,,decoration
blockly.block,blockly.block%other%array%string%atomselectionspec,1,,add block decoration,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,2538,boolean,
string,string%object%string|array%array.<string>%number,1,module path,be native module,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,954,,modulePath
string,string%function%other%string|object%object,1,,get build failure output storage key,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,1001,None,
string,string%function%other%string|object%object,1,,get build failure output storage key,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,1004,None,
function,function%other%object%string%string|object,1,result stderr,get build failure output storage key,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,1004,,result.stderr
string,string%boolean%other%function%array.<string>,1,,get incompatible native module storage key,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,1006,None,
string,string%boolean%other%function%array.<string>,1,,get incompatible native module storage key,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,1006,string,
string,string%other%object%mixed%string|object,1,buffer,auto assign language mode,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/grammar-registry.js,93,,buffer
boolean,boolean%object%other%exhibit.set%number,1,download state,set state,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,56,,DownloadingState
other,other%function%boolean%event%emitter,1,,emit window event,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,61,string,
object,object%string%boolean%other%array,1,option,expand over line,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/selection.js,226,,options
object,object%boolean%string%other%array,1,option,expand over word,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/selection.js,228,,options
other,other%array%number%disposable%object,1,,subscribe to buffer,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/git-repository.js,106,None,
string,string%other%array.<string>%object%array,1,file path,get package transpiler spec for file path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,56,,filePath
number,number%other%string%object%int,1,source code,transpile with package transpiler,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,58,,sourceCode
string,string%other%object%array.<string>%array,1,file path,transpile with package transpiler,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,58,,filePath
object,object%other%string%array%e2e.bytearray,1,spec,transpile with package transpiler,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,58,,spec
function,function%object|function%string|function%constructor%object,1,,constructor,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,1114,object,
function,function%object|function%string|function%constructor%object,1,,constructor,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package.js,1114,None,
string,string%number%integer%other%int,1,gutter,render line number gutter,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,3115,,gutter
array,array%goog.array.arraylike%other%array.<string>%object,1,old decoration,array equal,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,3342,,oldDecorations
array,array%goog.array.arraylike%array.<string>%other%object,1,new decoration,array equal,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,3342,,newDecorations
string,string%other%boolean%array%number,1,,open path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,466,None,
string,string%boolean%other%object%number,1,,open url,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/atom-application.js,471,None,
array,array%goog.array.arraylike%other%array.<string>%object,1,old decoration,array equal,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,3901,,oldDecorations
array,array%goog.array.arraylike%array.<string>%other%object,1,new decoration,array equal,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,3901,,newDecorations
boolean,boolean%object%other%exhibit.set%state,1,update available state,set state,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,67,,UpdateAvailableState
string,string%number%other%object%mixed,1,,get title,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor.js,585,string,
string,string%number%other%object%mixed,1,,get title,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor.js,585,None,
string,string%array%other%array.<string>%boolean,1,,get path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor.js,586,string,
string,string%array%other%array.<string>%boolean,1,,get path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor.js,586,None,
boolean,boolean%string%fileentry%object%other,1,,update sync,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/text-editor-component.js,273,boolean,
string,string%other%array.<string>%string|function%array,1,project path,task description,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/reopen-project-menu-manager.js,89,,project.paths
string,string%other%array.<string>%array%boolean,1,,make name,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/reopen-project-list-view.js,66,None,
string,string%array%array.<string>%other%string|array,1,buffer path,get path status,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/git-repository.js,498,,bufferPath
string,string%other%array.<string>%object%array,1,file path,get package transpiler spec for file path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/package-transpilation-registry.js,68,,filePath
function,function%object|function%string|function%constructor%object,1,,constructor,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/history-manager.js,96,None,
array,array%other%number%string%object,1,buffer,subscribe to buffer,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/project.js,139,,buffer
string,string%other%context%array.<string>%boolean,1,,set path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/project.js,141,None,
string,string%other%context%array.<string>%boolean,1,,set path,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/project.js,141,None,
range,range%node%array%other%number,1,node,get foldable range for node,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/tree-sitter-language-mode.js,288,,node
number,number%array%other%range%timerange,1,grammar,get foldable range for node,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/tree-sitter-language-mode.js,288,,grammar
goog.dom.abstractrange,goog.dom.abstractrange%ve.range%range%goog.math.range%int,1,range,range be small,,,/home/zcl/Desktop/parametermismatch/dataset/atom/src/tree-sitter-language-mode.js,289,,range
