prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
void,void%other%boolean%string%ithenable,0,commit message,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/git.js,49,,commitMessage
string,string%other%wordarray|string%promise%array.<string>,0,commit sha,commit sha,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/git.js,54,,commitSha
string,string%void%ithenable%other%boolean,0,commit sha,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/git.js,59,,commitSha
string,string%other%number%complex%array,0,short sha,short sha,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/git.js,69,,shortSha
string,string%number%other%boolean%object,0,short sha,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/git.js,74,,shortSha
string,string%number%other%object%array.<string>,0,address,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,5,,Address
string,string%other%number%boolean%object,1,format,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,9,string,format
string,string%object%other%boolean%function,0,zip code,generates random zipcode format. format specify locale zip format use,,format,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,9,,zipCode
number,number%other%string%buffer%object,0,zip code,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,16,,zipCode
object,object%string%boolean%other%number,1,state,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,29,string,state
string,string%other%object%promise%number,0,zip code by state,generates random zipcode state abbreviation. state abbreviation specify random zip code generate accord locale zip format. work locale postcode state definition. locale postcode state definition random zip code generate accord locale zip format,,state,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,29,,zipCodeByState
string,string%number%other%object%ithenable,0,zip code by state,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,39,,zipCodeByState
string,string%other%number%boolean%object,1,format,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,47,string,format
string,string%object%other%array%array.<string>,0,city,generate random localized city name. format string contain method provide faker wrap e g. name first name order build city name. format string provide one following randomly used address city prefix name first name address city suffix address city prefix name first name name first name address city suffix name last name address city suffix,,format,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,47,,city
string,string%other%object%array%array.<string>,0,city,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,62,,city
string,string%array.<string>%other%array%object,0,city prefix,return random localized city prefix,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,78,,cityPrefix
string,string%array%other%object%array.<string>,0,city prefix,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,82,,cityPrefix
string,string%array.<string>%other%object%number,0,city suffix,return random localized city suffix,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,86,,citySuffix
string,string%other%array%object%string|undefined,0,city suffix,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,91,,citySuffix
string,string%array.<string>%other%array%string|number|undefined,0,street name,return random localize street name,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,95,,streetName
string,string%string|undefined%other%object%string|regexp,0,street name,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,100,,streetName
boolean,boolean%bool%string%number%other,1,use full address,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,121,boolean,useFullAddress
string,string%array.<string>%other%boolean%object,0,street address,return random localize street address,,use full address,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,121,,streetAddress
string,string%other%number%object%array,0,street address,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,127,,streetAddress
string,string%number%other%array.<string>%string|regexp,0,street suffix,street suffix,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,144,,streetSuffix
string,string%other%array%object%string|null,0,street suffix,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,149,,streetSuffix
string,string%array%array.<string>%other%string|array,0,street prefix,street prefix,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,153,,streetPrefix
string,string%array%other%object%string|null,0,street prefix,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,158,,streetPrefix
string,string%other%number%array.<string>%integer,0,secondary address,secondary address,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,162,,secondaryAddress
string,string%number%other%int%array.<string>,0,secondary address,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,167,,secondaryAddress
number,number%other%string%google.maps.latlng%float,0,county,county,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,176,,county
number,number%other%string%boolean%google.maps.latlng,0,county,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,181,,county
number,number%integer%string%other%int,0,country,country,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,185,,country
string,string%other%wrappedrange%recognizer%mixed,0,country,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,190,,country
number,number%string%integer%int%number|string,0,country code,country code,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,194,,countryCode
number,number%string%codemirror%other%code,0,country code,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,199,,countryCode
boolean,boolean%string%bool%number%object,1,use abbr,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,203,boolean,useAbbr
string,string%boolean%other%number%object,0,state,state,,use abbr,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,203,,state
object,object%string%boolean%other%number,0,state,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,209,,state
string,string%other%boolean%number%object,0,state abbr,state abbr,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,213,,stateAbbr
object,object%reactorstate%string%boolean%void,0,state abbr,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,218,,stateAbbr
number,number%integer%float%string|number%other,1,max,default,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,222,double,max
number,number%integer%float%string|number%other,1,min,default,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,222,double,min
number,number%float%integer%other%string|number,1,precision,default,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,222,number,precision
other,other%number%undefined%lf.schema.column%justmath.vec2,0,latitude,latitude,,max min precision,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,222,,latitude
number,number%other%google.maps.latlng%float%object,0,latitude,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,230,,latitude
number,number%integer%float%string|number%other,1,max,default,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,242,double,max
number,number%integer%float%string|number%other,1,min,default,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,242,double,min
number,number%float%integer%other%string|number,1,precision,default,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,242,number,precision
other,other%number%undefined%lf.schema.column%justmath.vec2,0,longitude,longitude,,max min precision,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,242,,longitude
number,number%other%google.maps.latlng%object%google.maps.point,0,longitude,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,250,,longitude
boolean,boolean%bool%string%number%other,1,use abbr,return direction abbreviation. default false,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,262,boolean,useAbbr
other,other%number%vector3%string%cartesian3,0,direction,direction,,use abbr,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,262,,direction
string,string%other%number%int%const,0,direction,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,268,,direction
boolean,boolean%bool%string%number%other,1,use abbr,return direction abbreviation. default false,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,280,boolean,useAbbr
vector3,vector3%other%string%void%number,0,cardinal direction,cardinal direction,,use abbr,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,280,,cardinalDirection
number,number%other%string%boolean%void,0,cardinal direction,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,286,,cardinalDirection
boolean,boolean%bool%string%number%other,1,use abbr,return direction abbreviation. default false,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,302,boolean,useAbbr
other,other%number%void%string%vector3,0,ordinal direction,ordinal direction,,use abbr,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,302,,ordinalDirection
other,other%number%string%int%integer,0,ordinal direction,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,308,,ordinalDirection
other,other%number%boolean%object%array,0,nearby gps coordinate,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,324,,nearbyGPSCoordinate
number,number%other%float%google.maps.latlng%array.<number>,0,random float,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,325,,randomFloat
number,number%integer%other%boolean%object,0,degree to radian,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,328,,degreesToRadians
number,number%integer%other%boolean%object,0,radian to degree,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,331,,radiansToDegrees
string,string%other%undefined%number%boolean,0,kilometer to mile,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,334,,kilometersToMiles
other,other%number%google.maps.latlng%object%array.<number>,0,coordinate with offset,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/address.js,337,,coordinateWithOffset
image,image%jquery%ndarray%other%videotracklist,0,image,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,8,,Image
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,14,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,14,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,14,boolean,randomize
other,other%object%viewer%graphics%void,0,image,image,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,14,,image
image,image%jquery%ndarray%other%videotracklist,0,image,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,22,,image
other,other%string%object%void%vue,0,avatar,avatar,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,26,,avatar
other,other%string%object%void%vue,0,avatar,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,31,,avatar
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,34,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,34,number,height
string,string%other%number%array.<string>%object,1,category,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,34,string,category
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,34,boolean,randomize
string,string%other%string|undefined%string|object%image,0,image url,image url,,width height category randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,34,,imageUrl
string,string%string|undefined%object%other%string|null,0,image url,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,43,,imageUrl
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,61,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,61,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,61,boolean,randomize
undefined,undefined%other%string%graphics%number,0,abstract,abstract,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,61,,abstract
other,other%function%string%array.<function()>%boolean,0,abstract,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,69,,abstract
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,72,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,72,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,72,boolean,randomize
number,number%other%string%undefined%function,0,animal,animal,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,72,,animals
other,other%string%number%object%type,0,animal,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,80,,animals
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,83,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,83,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,83,boolean,randomize
number,number%other%string%undefined%lf.schema.column,0,business,business,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,83,,business
other,other%boolean%undefined%number%string,0,business,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,91,,business
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,94,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,94,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,94,boolean,randomize
other,other%string%number%function%object,0,cat,cat,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,94,,cats
string,string%other%object%function%string|object,0,cat,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,102,,cats
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,105,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,105,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,105,boolean,randomize
other,other%string%number%undefined%object,0,city,city,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,105,,city
string,string%other%object%array%array.<string>,0,city,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,113,,city
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,116,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,116,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,116,boolean,randomize
other,other%number%string%undefined%boolean,0,food,food,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,116,,food
number,number%boolean%other%string%void,0,food,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,124,,food
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,127,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,127,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,127,boolean,randomize
number,number%other%string%undefined%lf.schema.column,0,nightlife,nightlife,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,127,,nightlife
other,other%void%mixed%string%number,0,nightlife,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,135,,nightlife
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,138,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,138,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,138,boolean,randomize
other,other%string%number%undefined%void,0,fashion,fashion,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,138,,fashion
other,other%void%string%undefined%boolean,0,fashion,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,146,,fashion
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,149,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,149,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,149,boolean,randomize
other,other%number%string%undefined%boolean,0,people,people,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,149,,people
other,other%object%string%jquery%array,0,people,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,157,,people
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,160,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,160,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,160,boolean,randomize
other,other%string%number%boolean%undefined,0,nature,nature,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,160,,nature
boolean,boolean%other%void%string%undefined,0,nature,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,168,,nature
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,171,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,171,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,171,boolean,randomize
number,number%other%string%undefined%lf.schema.column,0,sport,sport,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,171,,sports
other,other%void%number%string%boolean,0,sport,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,179,,sports
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,182,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,182,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,182,boolean,randomize
number,number%other%string%undefined%lf.schema.column,0,technics,technics,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,182,,technics
other,other%void%mixed%string%number,0,technics,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,190,,technics
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,193,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,193,number,height
boolean,boolean%bool%function%string%object,1,randomize,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,193,boolean,randomize
transport,transport%other%boolean%logger%undefined,0,transport,transport,,width height randomize,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,193,,transport
transport,transport%class%other%webinspector.networkrequest%object,0,transport,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,201,,transport
number,number%number|string%integer%int%object,1,width,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,204,number,width
number,number%integer%number|string%int%long,1,height,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,204,number,height
string,string%cc.color%other%color%array,1,color,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,204,string,color
string,string%other%array%string|array%string|object,0,data uri,data uri,,width height color,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,204,,dataUri
string,string%string|undefined%other%object%string|function,0,data uri,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/image.js,212,,dataUri
boolean,boolean%void%undefined%function%other,0,fake,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/fake.js,6,,Fake
string,string%object%string|regexp%string|object%other,1,str,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/fake.js,8,string,str
string,string%object%other%function%void,0,fake,generator method combine faker method base string input example console log faker fake name last name name first name name suffix output mark dean sr. interpolate format string value method name last name link faker name last name name first name link faker name first name name suffix link faker name suffix,,str,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/fake.js,8,,fake
boolean,boolean%void%undefined%function%other,0,fake,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/fake.js,25,,fake
string,string%boolean%object%other%array,0,to digit string,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/iban.js,11,,toDigitString
module,module%string%other%number%object,0,mod,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/iban.js,16,,mod97
other,other%object%string%graph%promise,0,system,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,7,,System
string,string%object%string|array%string|object%other,1,ext,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,9,string,ext
string,string%object%number%string|object%function,1,type,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,9,string,type
string,string%other%array%object%type,0,file name,generate file name extension optional type,,ext type,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,9,,fileName
string,string%string|undefined%other%array%object,0,file name,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,16,,fileName
string,string%object%string|array%string|object%other,1,ext,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,27,string,ext
string,string%object%number%string|object%function,1,type,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,27,string,type
string,string%array.<string>%string|array%other%string|undefined,0,common file name,common file name,,ext type,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,27,,commonFileName
string,string%string|undefined%object%other%array.<string>,0,common file name,,,,/home/zcl/Desktop/parametermismatch/dataset/faker.js/lib/system.js,34,,commonFileName
