prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
array,array%other%string%object%array.<string>,1,,split newlines,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,515,None,
string,string%array%number%array.<string>%other,1,body item line,push or concat,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,516,,bodyItem.lines
string,string%function%other%object%array,1,,push or concat,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,516,None,
function,function%string%boolean%string|function%function|string,1,body item after,push or concat,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,517,,bodyItem.after
string,string%function%other%object%array,1,,push or concat,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,517,None,
function,function%boolean|string%other%array%string,1,body item after,split newlines,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,517,,bodyItem.after
array,array%other%string%object%array.<string>,1,,split newlines,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,517,None,
object,object%number%other%string%node,1,label opts,get box width,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,246,,labelOpts
number,number%integer%string%int%string|number,1,font size,get box width,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,246,,fontSize
number,number%other%string%circle%boolean,1,me,draw radius line,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.radialLinear.js,491,,me
object,object%number%other%string%r.math.point2d,1,grid line opts,draw radius line,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.radialLinear.js,491,,gridLineOpts
number,number%array%string%array.<number>%vector3,1,y center offset,draw radius line,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.radialLinear.js,491,,yCenterOffset
number,number%vector3%integer%string%other,1,index,draw radius line,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.radialLinear.js,491,,index
other,other%object%element%htmlelement%function,1,node,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,242,,node
string,string%function%number%other%observable,1,type,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,242,,type
function,function%other%object%observable%component,1,proxy,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,242,,proxy
object,object%number%other%string%node,1,label opts,get box width,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,276,,labelOpts
number,number%integer%string%int%string|number,1,font size,get box width,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,276,,fontSize
other,other%element%node%observable%htmlelement,1,node,remove event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,261,,node
string,string%observable%function%number%other,1,type,remove event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,261,,type
function,function%other%observable%boolean%component,1,proxy,remove event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,261,,proxy
number,number%goog.math.box%other%integer%svgelement,1,x,draw legend box,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,444,,x
number,number%integer%goog.math.box%other%string,1,y,draw legend box,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,444,,y
svgelement,svgelement%other%goog.math.box%htmlelement%object,1,legend item,draw legend box,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,444,,legendItem
number,number%string%integer%number|string%int,1,x,fill text,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,450,,x
number,number%number|string%string%integer%int,1,y,fill text,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,450,,y
svgelement,svgelement%other%string%object%htmlelement,1,legend item,fill text,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,450,,legendItem
number,number%number|string%integer%string%int,1,text width,fill text,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,450,,textWidth
number,number%string%other%array%integer,1,dataset index,id match,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.linear.js,107,,datasetIndex
number,number%string%other%array%integer,1,dataset index,id match,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.logarithmic.js,145,,datasetIndex
event,event%function%other%object%ext.eventobject,1,,create event,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,276,None,
number,number%object%float%string%integer,1,scale option position,position be horizontal,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.controller.js,270,,scaleOptions.position
number,number%object%float%string%integer,1,scale option position,position be horizontal,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.controller.js,270,,scaleOptions.position
string,string%number%cursor%other%array.<string>,1,line,fill line of text,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,801,,line
object,object%other%context%string%entity,1,tval,be object,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,202,,tval
object,object%other%context%string%entity,1,tval,be object,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,202,,tval
object,object%other%mixed%boolean%number,1,sval,clone,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,205,,sval
object,object%other%context%string%entity,1,tval,be object,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,217,,tval
object,object%other%context%string%entity,1,tval,be object,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,217,,tval
object,object%other%mixed%boolean%number,1,sval,clone,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,220,,sval
string,string%other%string|number%number|string%object,1,font,to font string,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.options.js,106,,font
other,other%object%mixed%function%array,1,item,init canvas,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,369,,item
object,object%other%function%string%array,1,config,init canvas,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,369,,config
object,object%other%canvas%overlay%htmlcanvaselement,1,canvas,add resize listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,410,,canvas
function,function%object%other%component%callback,1,listener,add resize listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,410,,listener
object,object%component%other%grid%map,1,chart,add resize listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,410,,chart
string|object,string|object%other%mixed%object%string,1,el,decode fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,277,,el
number,number%string%other%int%number|string,1,i,decode fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,277,,i
number,number%int%other%integer%string,1,count,decode fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,277,,count
string,string%other%array%object%mixed,1,source,resolve target,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,293,,sources
number,number%string%other%int%array,1,i,resolve target,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,293,,i
string,string%other%array%boolean%object,1,propagate,resolve target,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,293,,propagate
object,object%string%number%other%array,1,source,compute boundary,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,294,,source
object,object%other%array%function%string,1,source,create mapper,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,295,,source
array,array%goog.array.arraylike%assoc|array%other%array.<number>,1,v,array equal,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,155,,v0
array,array%goog.array.arraylike%assoc|array%other%array.<number>,1,v,array equal,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,155,,v1
canvasrenderingcontext2d,canvasrenderingcontext2d%other%context%object%string,1,ctx,do fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,314,,ctx
object,object%number%other%array%boundarypoint,1,point,do fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,314,,points
string,string%other%object%function%number,1,mapper,do fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,314,,mapper
other,other%string%object%webinspector.view%domelement,1,view,do fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,314,,view
string,string%cc.color%number%other%color,1,color,do fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,314,,color
boolean,boolean%string%other%number%function,1,el. loop,do fill,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.filler.js,314,,el._loop
object,object%chart%other%component%function,1,chart,create new legend and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,545,,chart
object,object%other%function%undefined%chart,1,legend opts,create new legend and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,545,,legendOpts
other,other%object%blockly.workspace%function%string,1,chart,create new title block and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.title.js,223,,chart
other,other%object%string%function%element,1,title opts,create new title block and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.title.js,223,,titleOpts
object,object%chart%other%component%function,1,chart,create new legend and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,560,,chart
object,object%other%function%undefined%chart,1,legend opts,create new legend and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.legend.js,560,,legendOpts
other,other%object%blockly.workspace%function%string,1,chart,create new title block and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.title.js,238,,chart
other,other%object%string%function%element,1,title opts,create new title block and attach,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/plugins/plugin.title.js,238,,titleOpts
array,array%other%array.<object>%object|array%array.<!object>,1,me. data,unlisten array event,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.datasetController.js,195,,me._data
array,array%other%array.<object>%array.<function()>%boolean,1,me,unlisten array event,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.datasetController.js,195,,me
array,array%other%array.<object>%object|array%object,1,data,listen array event,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.datasetController.js,198,,data
array,array%other%string/array%array.<object>%array.<function()>,1,me,listen array event,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.datasetController.js,198,,me
object,object%string%other%function%array.<string>,1,numeric generator option,generate tick,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.linearbase.js,171,,numericGeneratorOptions
array,array%string%other%object%function,1,me,generate tick,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.linearbase.js,171,,me
object,object%other%string%hash%array,1,generation option,generate tick,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.logarithmic.js,224,,generationOptions
array,array%string%other%object%function,1,me,generate tick,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.logarithmic.js,224,,me
number,number%string%other%number|string%integer,1,min,generate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,618,,min
number,number%number|string%other%integer%string,1,max,generate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,618,,max
string,string%other%array%object%type,1,,generate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,618,None,
object,object%string%other%boolean%array,1,option,generate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,618,,options
object,object%number|string%integer%number%date,1,time opts min,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,627,,timeOpts.min
object,object%string%other%array%svgelement,1,me,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,627,,me
integer,integer%number%object%number|string%string,1,time opts max,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,628,,timeOpts.max
object,object%string%other%array%svgelement,1,me,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,628,,me
boolean,boolean%number%other%string%string|number,1,tick,determine unit for format,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,642,,ticks
string,string%number%string|number%other%boolean,1,time opts min unit,determine unit for format,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,642,,timeOpts.minUnit
boolean,boolean%number%string|number%string%other,1,me min,determine unit for format,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,642,,me.min
boolean,boolean%number%string%string|number%other,1,me max,determine unit for format,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,642,,me.max
string,string%number%boolean%other%uint8array,1,me. unit,determine major unit,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,643,,me._unit
other,other%object%array%*|string%string,1,me. timestamps data,build lookup table,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,644,,me._timestamps.data
other,other%number%array%object%*|string,1,min,build lookup table,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,644,,min
other,other%number%object%array%integer,1,max,build lookup table,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,644,,max
object,object%other%boolean%string%array,1,option distribution,build lookup table,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,644,,options.distribution
node,node%number%htmlelement%array%object,1,me. table,compute offset,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,645,,me._table
number,number%string|number%float%other%node,1,tick,compute offset,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,645,,ticks
number,number%string|number%float%integer%other,1,min,compute offset,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,645,,min
number,number%string|number%float%integer%string,1,max,compute offset,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,645,,max
object,object%number%string%other%boolean,1,option,compute offset,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,645,,options
string,string%boolean%object%other%number,1,me. timestamps data,determine label format,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,646,,me._timestamps.data
object,object%string%other%boolean%string|number,1,time opts,determine label format,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,646,,timeOpts
number,number%array%int%object%other,1,tick,tick from timestamps,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,652,,ticks
number,number%string%int%array%other,1,me. major unit,tick from timestamps,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,652,,me._majorUnit
number,number%integer%number|undefined%int%idbindex,1,index,compute flex category trait,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/controllers/controller.bar.js,366,,index
other,other%number%array%object%string,1,ruler,compute flex category trait,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/controllers/controller.bar.js,366,,ruler
object,object%other%object|boolean%hash%array,1,option,compute flex category trait,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/controllers/controller.bar.js,366,,options
number,number%vector3%number|undefined%integer%string,1,index,compute fit category trait,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/controllers/controller.bar.js,367,,index
number,number%other%string%array%object,1,ruler,compute fit category trait,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/controllers/controller.bar.js,367,,ruler
object,object%number%other%hash%string,1,option,compute fit category trait,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/controllers/controller.bar.js,367,,options
string,string%number%other%array.<number>%object,1,me. tick,label from tick,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.scale.js,316,,me._ticks
array,array%other%array.<string>%object%string,1,source,be array,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,173,,source
other,other%object%string%fabric.object%array,1,source,be object,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,177,,source
object,object%string%other%mixed%array,1,source,clone,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/helpers/helpers.core.js,184,,source.
array,array%other%string%lf.schema.table%object,1,table,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,372,,table
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,372,string,
number,number%object%string%float%array,1,upper,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,372,,upper
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,372,string,
array,array%other%string%lf.schema.table%object,1,table,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,373,,table
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,373,string,
number,number%string%float%object%other,1,low,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,373,,lower
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,373,string,
array,array%other%string%lf.schema.table%object,1,table,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,380,,table
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,380,string,
number,number%object%string%float%array,1,upper,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,380,,upper
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,380,string,
array,array%other%string%lf.schema.table%object,1,table,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,381,,table
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,381,string,
number,number%string%float%object%other,1,low,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,381,,lower
string,string%function%array%other%number,1,,interpolate,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,381,string,
object,object%other%boolean/object%array%json,1,config,init config,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.controller.js,79,,config
string,string%function%array%object%number,1,me,convert tick to label,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.linearbase.js,195,,me
element,element%other%string%htmlelement%node,1,cl,create div,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,193,,cls
other,other%object%element%cssobject%string,1,style,create div,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,193,,style
element,element%other%node%htmldivelement%function,1,,create div,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,194,None,
other,other%object%element%cssobject%string,1,style,create div,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,194,,style
element,element%other%node%htmldivelement%function,1,,create div,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,195,None,
other,other%object%element%cssobject%string,1,style,create div,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,195,,style
boolean,boolean%function%other%object%observable,1,expand,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,226,,expand
function,function%other%object%boolean%observable,1,,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,226,string,
function,function%other%object%boolean%observable,1,,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,226,None,
function,function%boolean%other%observable%object,1,shrink,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,227,,shrink
function,function%other%object%boolean%observable,1,,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,227,string,
function,function%other%object%boolean%observable,1,,add event listener,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/platforms/platform.dom.js,227,None,
object,object%number%positionoptions%other%integer,1,e,get relative position,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.interaction.js,199,,e
object,object%positionoptions%grid%ext.util.region%cartesian3,1,chart,get relative position,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.interaction.js,199,,chart
string,string%number%other%object%array,1,option axis,get distance metric for axis,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.interaction.js,201,,options.axis
object,object%other%array%number%grid,1,chart,get intersect item,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.interaction.js,202,,chart
number,number%other%object%array.<number>%array,1,position,get intersect item,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.interaction.js,202,,position
number,number%object%other%chart%integer,1,chart,get near item,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.interaction.js,202,,chart
number,number%other%array.<number>%string%object,1,position,get near item,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.interaction.js,202,,position
array,array%other%array.<object>%object|array%array.<!object>,1,. data,unlisten array event,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.datasetController.js,141,,._data
array,array%other%array.<object>%array.<function()>%string/array,1,,unlisten array event,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.datasetController.js,141,None,
number,number%int%array%integer%other,1,model x,lf,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,387,,model.x
number,number%int%array%integer%string,1,model x,olf,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,391,,model.x
number,number%int%integer%string|number%string,1,model y,yf,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,393,,model.y
number,number%int%array%integer%string,1,model x,rf,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,395,,model.x
number,number%int%array%integer%string,1,model x,orf,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,399,,model.x
number,number%int%integer%string|number%string,1,model y,yf,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/core/core.tooltip.js,401,,model.y
object,object%string%other%svgelement%array,1,,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,539,None,
string,string%object%array%other%number,1,data j,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,552,,data.j
object,object%string%other%array%svgelement,1,me,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,552,,me
array,array%array.<string>%other%string%array.<object>,1,sorter,array unique,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,567,,sorter
array,array%array.<string>%other%string%array.<object>,1,sorter,array unique,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,573,,sorter
object,object%number|string%integer%number%date,1,time opts min,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,578,,timeOpts.min
object,object%string%other%array%svgelement,1,me,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,578,,me
integer,integer%number%object%number|string%string,1,time opts max,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,579,,timeOpts.max
object,object%string%other%array%svgelement,1,me,parse,,,/home/zcl/Desktop/parametermismatch/dataset/Chart.js/src/scales/scale.time.js,579,,me
