prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
other,other%webinspector.networkrequest%object%void%rendersession,0,render web gl,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,523,,_renderWebGL
other,other%object%renderer%function%svgrenderer,1,renderer,instance renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,530,pixi.renderer,renderer
other,other%webinspector.networkrequest%void%undefined%rendersession,0,render web gl,,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,530,,renderWebGL
other,other%webinspector.networkrequest%object%void%rendersession,0,render web gl,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,536,,renderWebGL
other,other%object%renderer%function%svgrenderer,1,renderer,instance renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,543,pixi.renderer,renderer
other,other%webinspector.networkrequest%void%undefined%rendersession,0,render web gl,,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,543,,renderWebGL
other,other%webinspector.networkrequest%object%void%rendersession,0,render web gl,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,549,,renderWebGL
other,other%object%renderer%function%svgrenderer,1,renderer,instance renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,556,pixi.renderer,renderer
other,other%undefined%void%webinspector.networkrequest%rendersession,0,render advance web gl,,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,556,,renderAdvancedWebGL
other,other%void%undefined%webinspector.networkrequest%string,0,render advance web gl,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,562,,renderAdvancedWebGL
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,580,,get
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,586,,set
other,other%htmlelement%google.maps.latlng%object%string,0,from image,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,595,,fromImage
other,other%htmlelement%google.maps.latlng%object%string,0,from image,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,602,,fromImage
other,other%google.maps.latlng%htmlelement%element%number,0,from canvas,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,611,,fromCanvas
other,other%google.maps.latlng%htmlelement%element%number,0,from canvas,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,618,,fromCanvas
number,number%other%string%date%int,0,from svg,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,625,,fromSVG
number,number%other%string%date%int,0,from svg,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,632,,fromSVG
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,641,,copy
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,646,,copy
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,653,,copy
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,658,,copy
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,665,,copy
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,670,,copy
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,677,,copy
other,other%boolean%undefined%void%string,0,copy,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,682,,copy
other,other%htmlelement%object%string%ecui.ui.control,0,get render target,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,690,,getRenderTarget
other,other%htmlelement%object%string%ecui.ui.control,0,get render target,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,695,,getRenderTarget
boolean,boolean%other%bool%void%object,0,return render target,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,702,,returnRenderTarget
boolean,boolean%other%bool%void%object,0,return render target,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,707,,returnRenderTarget
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,723,,get
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,737,,get
other,other%google.maps.latlng%string%htmlelement%number,0,sprite from,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,786,,spriteFrom
other,other%htmlelement%google.maps.latlng%object%string,0,from image,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,798,pixi.sprite,fromImage
number,number%other%string%date%int,0,from svg,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,806,pixi.sprite,fromSVG
other,other%google.maps.latlng%htmlelement%element%number,0,from canvas,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,814,pixi.sprite,fromCanvas
google.maps.latlng,google.maps.latlng%other%date%number%string,0,from video,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,822,pixi.sprite,fromVideo
number,number%other%google.maps.latlng%date%element,0,from frame,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,830,pixi.sprite,fromFrame
other,other%webgltexture%number%image%webinspector.networkrequest,0,texture from,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,839,,textureFrom
other,other%htmlelement%google.maps.latlng%object%string,0,from image,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,851,pixi.texture,fromImage
number,number%other%string%date%int,0,from svg,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,859,pixi.texture,fromSVG
other,other%google.maps.latlng%htmlelement%element%number,0,from canvas,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,867,pixi.texture,fromCanvas
google.maps.latlng,google.maps.latlng%other%date%number%string,0,from video,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,875,pixi.texture,fromVideo
number,number%other%google.maps.latlng%date%element,0,from frame,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,883,pixi.texture,fromFrame
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,897,,get
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/bundles/pixi.js/src/deprecated.js,903,,set
void,void%other%object%object|array%this,0,accessible target,default property value accessible object use link pixi accessibility accessibility manager,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/accessibleTarget.js,1,,accessibleTarget
other,other%function%void%array%hook,0,create touch hook,create touch hook,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,130,,createTouchHook
void,void%undefined%other%boolean%number,0,activate,activate cause accessibility layer shown. call user press tab key,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,159,,activate
void,void%undefined%boolean%other%self,0,deactivate,deactivate cause accessibility layer hidden. call user move mouse,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,185,,deactivate
other,other%displayobject%any%object%phaser.sprite|phaser.image,1,display object,display object check,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,211,pixi.container,displayObject
void,void%other%this%promise%array,0,update accessible object,recursive function run scene graph add new accessible object dom layer,,display object,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,211,,updateAccessibleObjects
other,other%undefined%function%object%boolean,0,update,render function ensure divs map correctly display object,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,241,,update
boolean,boolean%array%number%other%object,1,hit area,todo doc,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,332,rectangle,hitArea
array,array%boolean%other%number%object,0,cap hit area,todo doc,,hit area,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,332,,capHitArea
other,other%any%object%array%reactcomponent,1,display object,child make accessible,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,363,displayobject,displayObject
other,other%undefined%void%object%bootstrapvalidator,0,add child,add display object accessibility manager,,display object,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,363,,addChild
goog.events.browserevent,goog.events.browserevent%domeventfacade%event%goog.events.event%domevent,1,e,click event,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,440,mouseevent,e
map,map%boolean%other%void%p5.element,0,on click,map div button press pixi interaction manager click,,e,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,440,,_onClick
jquery.event,jquery.event%event%goog.events.browserevent%domeventfacade%goog.events.event,1,e,focus event,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,453,focusevent,e
map,map%void%boolean%other%function,0,on focus,map div focus event pixi interaction manager mouseover,,e,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,453,,_onFocus
event,event%goog.events.browserevent%goog.events.event%ext.eventobject%qx.event.type.data,1,e,focusout event,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,470,focusevent,e
map,map%void%boolean%other%function,0,on focus out,map div focus event pixi interaction manager mouseout,,e,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,470,,_onFocusOut
goog.events.browserevent,goog.events.browserevent%event%goog.events.event%object%other,1,e,keydown event,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,487,keyboardevent,e
boolean,boolean%function%void%other%undefined,0,on key down,call key press,,e,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,487,,_onKeyDown
event,event%object%jquery.event%mouseevent%goog.events.browserevent,1,e,mouse event,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,503,mouseevent,e
void,void%boolean%undefined%other%ext.core.element,0,on mouse move,call mouse move across renderer element,,e,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,503,,_onMouseMove
void,void%undefined%other%boolean%promise,0,destroy,destroy accessibility manager,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/accessibility/src/AccessibilityManager.js,517,,destroy
boolean,boolean%void%ithenable%bool%other,0,test add child,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/test/Container.js,3,,testAddChild
boolean,boolean%void%ithenable%bool%other,0,test remove child,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/test/Container.js,18,,testRemoveChild
boolean,boolean%bool%other%string%function,0,assert remove from parent,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/test/Container.js,912,,assertRemovedFromParent
kinetic.transform,kinetic.transform%other%$3dmol.glshape%undefined%void,0,update transform,update object transform rendering. todo optimization pas,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,179,,updateTransform
other,other%boolean%array.<object>%object%promise,0,recursive post update transform,recursively updates transform object root one internal function local,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,192,,_recursivePostUpdateTransform
boolean,boolean%boolean|string%other%boolean|object%object|boolean,1,skip update,set true stop transforms scene graph updated. mean calculation return may date give nice performance boost,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,214,boolean,skipUpdate
phaser.rectangle,phaser.rectangle%me.rect%phaser.rectangle|object%other%openseadragon.rect,1,rect,optional rectangle store result bound calculation,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,214,pixi.rectangle,rect
rectangle,rectangle%phaser.rectangle%other%openseadragon.rect%number,0,get bound,retrieve bound display object rectangle object,rectangular bounding area,skip update rect,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,214,pixi.rectangle,getBounds
phaser.rectangle,phaser.rectangle%me.rect%phaser.rectangle|object%other%openseadragon.rect,1,rect,optional rectangle store result bound calculation,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,255,pixi.rectangle,rect
rectangle,rectangle%phaser.rectangle%number%phaser.point%openseadragon.rect,0,get local bound,retrieve local bound display object rectangle object,rectangular bounding area,rect,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,255,pixi.rectangle,getLocalBounds
pixi.point,pixi.point%other%cartesian3%me.vector2d%array.<number>,1,position,world origin calculate,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,290,pixi.point,position
phaser.point,phaser.point%point%phaser.point|object%other%point|object,1,point,point object store value optional otherwise create new point,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,290,pixi.point,point
boolean,boolean%kinetic.transform%bool%other%boolean|number,1,skip update,skip update transform,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,290,boolean,skipUpdate
phaser.point,phaser.point%point%pixi.point%object%phaser.point|object,0,to global,calculate global position display object,point object represent position object,position point skip update,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,290,pixi.point,toGlobal
pixi.point,pixi.point%other%cartesian3%me.vector2d%array.<number>,1,position,world origin calculate,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,325,pixi.point,position
pixi.displayobject,pixi.displayobject%phaser.sprite|phaser.image%object%other%any,1,from,display object calculate global position,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,325,pixi.displayobject,from
phaser.point,phaser.point%point%phaser.point|object%other%point|object,1,point,point object store value optional otherwise create new point,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,325,pixi.point,point
boolean,boolean%kinetic.transform%bool%other%boolean|number,1,skip update,skip update transform,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,325,boolean,skipUpdate
phaser.point,phaser.point%other%pixi.point%point%object,0,to local,calculate local position display object relative another point,point object represent position object,position from point skip update,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,325,pixi.point,toLocal
other,other%function%string/function%object%renderer,1,renderer,renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,360,pixi.renderer,renderer
other,other%this%object%webglrenderingcontext%string,0,render,render object use web gl renderer,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,360,,render
other,other%displayobject%object%any%container,1,container,container add display object,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,371,pixi.container,container
object,object%other%container%htmlelement%jquery,0,set parent,set parent container display object,container display object add,container,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,371,pixi.container,setParent
number,number%integer%string|number%float%int,1,x,x position,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,x
number,number%integer%float%int%string|number,1,y,position,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,y
number,number%float%matrix%array.<number>%number|null,1,scale x,x scale value,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,scaleX
number,number%float%number|null%matrix%other,1,scale y,scale value,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,scaleY
number,number%number|undefined%other%integer%lanyard.geom.angle,1,rotation,rotation,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,rotation
number,number%array%array.<number>%string|number%string,1,skew x,x skew value,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,skewX
number,number%array%string%other%array.<number>,1,skew y,skew value,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,skewY
number,number%string|number%int%float%array.<number>,1,pivot x,x pivot value,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,pivotX
number,number%float%int%string|number%other,1,pivot y,pivot value,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,number,pivotY
object,object%other%phaser.sprite%pixi.displayobject%me.color,0,set transform,convenience function set position scale skew pivot,display object instance,x y scale x scale y rotation skew x skew y pivot x pivot y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,397,pixi.displayobject,setTransform
boolean,boolean%void%undefined%matrix%jquery.promise,0,destroy,base destroy method generic display objects. automatically remove display object parent container well remove current event listener internal references. use display object call destroy,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/DisplayObject.js,419,,destroy
other,other%webinspector.datagridnode%array%fancytreenode%function,0,sort child,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/Container.js,5,,sortChildren
function,function%undefined%void%boolean%other,0,on child change,overridable method use container subclass whenever child array modify,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/Container.js,76,,onChildrenChange
displayobject,displayobject%phaser.sprite|phaser.image|phaser.text|phaser.bitmaptext|phaser.group%other%any%array.<displayobject>,1,child,display object add container,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/Container.js,89,pixi.displayobject,child
fancytreenode,fancytreenode%me.renderable%displayobject%other%sap.ui.core.control,0,add child,add one child container. multiple item add like container add child thing one thing two thing three,first child add,child,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/Container.js,89,pixi.displayobject,addChild
displayobject,displayobject%any%other%reactcomponent%cc.node,1,child,child add,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/Container.js,137,pixi.displayobject,child
number,number%integer%int%string%other,1,index,index place child,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/Container.js,137,number,index
displayobject,displayobject%goog.ui.component%other%me.renderable%object,0,add child at,add child container specify index. index bound error throw,child add,child index,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/display/src/Container.js,137,pixi.displayobject,addChildAt
