prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
function,function%function|object%array%string%asyncfunction,0,get argument conform fn,extract conform argument section function body turn function. function call signature original function conform standard order return argument array. return undefined conform arguments hint,function conform method argument return array,method args hint tree,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,329,function,getArgumentsConformFn
object,object%other%options%object|string%spf.requestoptions,1,option,option object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,349,object,options
object,object%other%options%fabric.object%mixed,0,clone option,clone option object,clone option,option,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,349,object,cloneOptions
object,object%other%options%object|string%spf.requestoptions,1,option,option object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,362,object,options
object,object%function|object%object|function%other%swigopts,1,original,original option object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,362,object,original
boolean,boolean%boolean|object%object%mixed%object|undefined,0,check option,check option object alter throw alter,,option original,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,362,,checkOptions
object,object%other%options%object|string%spf.requestoptions,1,option,option object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,375,object,options
object,object%function|object%object|function%other%swigopts,1,original,original option object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,375,object,original
boolean,boolean%bool%object%boolean|object%other,0,option equal,compare two option object return deep equal other. object plain object e g. model compare reference. everything else deep compare value,true option original false,option original,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/supportShim.js,375,boolean,optionsEqual
boolean,boolean%void%undefined%other%object,0,init test,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,40,,initTests
other,other%void%object%boolean%ithenable,0,prepare transaction test,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,58,,prepareTransactionTest
other,other%element%webinspector.heapsnapshotgridnode.childrenprovider%function%nodelist,0,create sequelize instance,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,89,,createSequelizeInstance
other,other%object%string%object|undefined%array.<object>,0,get connection option,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,115,,getConnectionOptions
other,other%object%number%array%string,0,get sequelize instance,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,123,,getSequelizeInstance
undefined,undefined%void%boolean%other%reactorstate,0,clear database,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,129,,clearDatabase
void,void%boolean%array%other%object,0,drop test schema,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,146,,dropTestSchemas
boolean,boolean%number%string%other%array,0,get support dialect,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,166,,getSupportedDialects
boolean,boolean%void%array%object%function,0,check match for dialect,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,171,,checkMatchForDialects
other,other%string%array.<object>%object%array,0,get abstract query generator,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,179,,getAbstractQueryGenerator
string,string%other%regexp%object%boolean,0,quote identifier,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,181,,quoteIdentifier
other,other%array%object%string%array.<string>,0,get test dialect,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,194,,getTestDialect
other,other%array%object%string%array.<string>,0,get test dialect teaser,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,208,,getTestDialectTeaser
string,string%other%array%array.<string>%object,0,get test url,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,218,,getTestUrl
other,other%void%mixed%string%number,0,expectsql,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/support.js,237,,expectsql
number,number%other%string%justmath.vec2%lf.predicate,0,rand,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/config/config.js,22,,rand
number,number%other%boolean%string%void,0,qq,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,18,,qq
string,string%other%array.<string>%array%object,0,get connection uri,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,70,,getConnectionUri
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,460,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,491,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,499,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,508,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,592,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,603,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,617,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,637,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,738,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,747,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,1107,,logging
number,number%int%integer%other%string,0,count,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,1279,,count
number,number%int%integer%other%string,0,count,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/sequelize.test.js,1306,,count
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.test.js,1232,,get
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.test.js,1888,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.test.js,1917,,logging
function,function%boolean%void%other%object,0,test success,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/data-types.test.js,60,,testSuccess
array,array%function%other%ithenable%boolean,0,test failure,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/data-types.test.js,106,,testFailure
boolean,boolean%other%webinspector.remoteobject%ithenable%object,0,assert same connection,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/pool.test.js,10,,assertSameConnection
boolean,boolean%other%ithenable%void%object,0,assert new connection,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/pool.test.js,30,,assertNewConnection
boolean,boolean%jquery%other%collection%element,0,unwrap and attach mssql unique id,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/pool.test.js,51,,unwrapAndAttachMSSQLUniqueId
boolean,boolean%other%object%function%void,0,trans test,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/transaction.test.js,118,,transTest
function,function%other%array.<function()>%object%reactreconciletransaction|reactserverrenderingtransaction,0,new transaction func,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/transaction.test.js,440,,newTransactionFunc
function,function%other%array.<function()>%object%reactreconciletransaction|reactserverrenderingtransaction,0,new transaction func,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/transaction.test.js,460,,newTransactionFunc
other,other%string%boolean%number%function,0,sort by id,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/include.test.js,12,,sortById
other,other%object%boolean%string%ithenable,0,create user and item,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/include.test.js,760,,createUsersAndItems
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/cls.test.js,124,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/json.test.js,42,,logging
other,other%filter%array%string|function%jquery,0,filter mssql default,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/query-interface.test.js,64,,filterMSSQLDefault
function,function%function|undefined%other%void%string,0,custom fn,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.validations.test.js,387,,customFn
function,function%function|undefined%other%void%string,0,custom fn,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.validations.test.js,414,,customFn
other,other%void%mixed%string%number,0,xnor,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.validations.test.js,468,,xnor
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.validations.test.js,690,,set
boolean,boolean%bool%void%other%boolean|undefined,0,be long enough,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance.validations.test.js,695,,isLongEnough
string,string%mixed%field%string|object%other,0,field,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,101,,field
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,510,,get
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,513,,set
number,number%string%other%int%boolean,0,price,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,533,,price
number,number%string%other%int%boolean,0,price,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,538,,price
number,number%boolean%string%other%int,0,price in cent,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,542,,priceInCents
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,556,,set
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,560,,get
number,number%string%other%int%boolean,0,price,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,564,,price1
number,number%string%other%int%boolean,0,price,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,567,,price2
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,866,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,893,,logging
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,1014,,set
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,1050,,set
other,other%boolean%ithenable%undefined%function,0,run,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,1638,,run
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,1871,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,1959,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2080,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2170,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2239,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2246,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2269,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2282,,logging
other,other%boolean%ithenable%undefined%function,0,run,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2314,,run
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2345,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2366,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2382,,logging
boolean,boolean%object%other%void%function,0,test async,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2708,,testAsync
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2844,,get
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model.test.js,2848,,set
boolean,boolean%string%other%array%array.<string>,0,expect read call,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/replication.test.js,47,,expectReadCalls
boolean,boolean%string%other%function%number,0,expect write call,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/replication.test.js,52,,expectWriteCalls
other,other%element%angular.jqlite%webinspector.consolemessage%boolean,0,clone,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/utils.test.js,72,,clone
other,other%element%angular.jqlite%webinspector.consolemessage%boolean,0,clone,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/utils.test.js,82,,clone
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/update.test.js,45,,set
string,string%other%object%array%string|null,0,email secret,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,86,,email_secret
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,238,,get
number,number%string%other%int%boolean,0,price,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,257,,price
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,273,,get
boolean,boolean%string%jquery%other%lf.predicate,0,with tax,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,279,,withTaxes
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,297,,get
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,301,,set
other,other%string%number%object%void,0,rating,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,377,,rating
number,number%number|jquery%other%int%number|string,0,height,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/instance/values.test.js,392,,height
object,object%test%other%array%string,0,test,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create.test.js,398,,test
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create.test.js,806,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create.test.js,829,,logging
number,number%other%int%string%object,0,pad,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create.test.js,911,,pad
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create.test.js,937,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create.test.js,959,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create.test.js,1146,,logging
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/attributes.test.js,35,,set
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/json.test.js,42,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/bulk-create.test.js,151,,logging
object,object%function%other%string%array.<*>,0,custom validator,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/bulk-create.test.js,699,,customValidator
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/findAll.test.js,1427,,get
boolean,boolean%other%string%boolean|object%webinspector.remoteobject,0,assert,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/increment.test.js,55,,assert
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/findOne.test.js,111,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/findOne.test.js,188,,logging
other,other%object%string%undefined%array,0,log,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/findOne.test.js,255,,logging
void,void%undefined%boolean%other%object,0,init,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/findOne.test.js,307,,init
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/attributes/types.test.js,19,,set
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/attributes/types.test.js,23,,get
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/attributes/types.test.js,29,,get
string,string%lf.predicate%other%array.<function()>%object,0,sql assert,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/attributes/types.test.js,46,,sqlAssert
void,void%function%boolean%undefined%other,0,after create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create/include.test.js,17,,afterCreate
void,void%boolean%function%undefined%other,0,before create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create/include.test.js,27,,beforeCreate
void,void%function%boolean%undefined%other,0,after create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create/include.test.js,134,,afterCreate
void,void%function%boolean%undefined%other,0,after create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create/include.test.js,146,,afterCreate
void,void%function%boolean%undefined%other,0,after create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create/include.test.js,282,,afterCreate
void,void%function%boolean%undefined%other,0,after create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/create/include.test.js,296,,afterCreate
boolean,boolean%other%lf.predicate%bool%string,0,with include function,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/scope/count.test.js,54,,withIncludeFunction
boolean,boolean%string%other%documentfragment%bool,0,with include function and string association,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/scope/count.test.js,64,,withIncludeFunctionAndStringAssociation
boolean,boolean%void%bool%other%ithenable,0,include active project,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/model/scope/associations.test.js,36,,includeActiveProjects
boolean,boolean%void%function%other%undefined,0,before validate,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,115,,beforeValidate
function,function%void%boolean%undefined%other,0,after validate,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,120,,afterValidate
void,void%boolean%function%undefined%other,0,before create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,145,,beforeCreate
void,void%function%boolean%undefined%other,0,after create,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,150,,afterCreate
void,void%function%undefined%boolean%other,0,before destroy,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,175,,beforeDestroy
void,void%function%undefined%boolean%other,0,after destroy,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,180,,afterDestroy
void,void%undefined%boolean%function%other,0,before update,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,207,,beforeUpdate
void,void%function%undefined%boolean%other,0,after update,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/hooks.test.js,212,,afterUpdate
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/destroy.test.js,87,,get
void,void%function%undefined%boolean%other,0,before destroy,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/hooks/destroy.test.js,94,,beforeDestroy
other,other%boolean%void%string%object,0,build,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/test/integration/include/limit.test.js,17,,build
