prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
number,number%other%int%lf.schema.column%object,0,w,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,w
number,number%other%array|ndarray|number%array%int,0,x,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,x
string,string%other%object%boolean%string|buffer,0,to string,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,toString
string,string%other%?%number%object,0,s,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,S
string,string%object%string|undefined%string|object%array,0,url,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,url
other,other%string%number%array%ol.coordinate,0,c,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,c
integer,integer%number%body%other%object,0,sin,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,sin
number,number%other%boolean%string%void,0,tan,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,tan
number,number%other%boolean%justmath.vec2%undefined,0,co,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,cos
number,number%other%string%boolean%undefined,0,asin,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,asin
number,number%other%string%boolean%justmath.vec2,0,acos,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,acos
other,other%number%boolean%string%void,0,atan,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,atan
other,other%number%boolean%string%void,0,atan,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,atan2
number,number%string%other%object%integer,0,len,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,len
number,number%string%other%object%integer,0,len,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,len2
other,other%object%boundarypoint%number%array.<number>,0,close point,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,closestPoint
number,number%other%justmath.vec2%array%boolean,0,d,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,d
number,number%other%string%google.maps.latlng%jquery,0,snap to,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,snapTo
number,number%other%int%lf.schema.column%object,0,w,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,W
number,number%other%array|ndarray|number%array%int,0,x,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,X
number,number%int%array%string|number%other,0,y,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,Y
number,number%other%string|number%lf.schema.column%integer,0,z,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,Z
other,other%function%string%lf.predicate%number,0,$,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,$
other,other%void%mixed%string%number,0,,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,_
string,string%cc.color%other%array%number,0,color,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,color
number,number%string%object%boolean%other,0,hsb rgb,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,hsb2rgb
number,number%object%other%string%array,0,hsl rgb,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,hsl2rgb
number,number%string%other%object%array,0,rgb hsb,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,rgb2hsb
number,number%other%object%string%array,0,rgb hsl,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,rgb2hsl
string,string%other%boolean%object%number,0,parse path string,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,parsePathString
boolean,boolean%string%other%object%wgxpath.nodeset,0,parse transform string,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,parseTransformString
other,other%boolean%void%jquery%undefined,0,select,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,select
other,other%boolean%void%jquery%undefined,0,select all,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,selectAll
string,string%string|object%object%other%mixed,0,attr,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,attr
other,other%object%string%boolean%canvasrenderingcontext2d,0,parse,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,parse
other,other%string%documentfragment%object%string|object,0,fragment,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,fragment
element,element%other%htmlelement%jquery%element|string,0,el,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,el
other,other%kinetic.node%me.renderable%konva.node%node,0,child,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,children
object,object%json%string%other%google.maps.map,0,to json,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,toJSON
webinspector.networkrequest,webinspector.networkrequest%other%undefined%xmlhttprequest%object,0,ajax,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,ajax
boolean,boolean%undefined%void%other%string,0,onreadystatechange,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,onreadystatechange
other,other%void%function%boolean%undefined,0,load,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,load
string,string%other%number%void%boolean,0,ca,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,ca
element,element%other%ecui.ui.control%node%object,0,get element by point,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,getElementByPoint
object,object%other%function%string%array,0,plugin,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,plugin
number,number%other%int%string%number|string,0,h,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,h
number,number%int%other%integer%string,0,i,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,i
element,element%other%number%justmath.vec2%object,0,b,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,b
number,number%other%justmath.vec2%array%boolean,0,d,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,d
number,number%string%other%boolean%void,0,j,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,j
boolean,boolean%other%object%array%void,0,get b box,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,getBBox
number,number%other%array.<number>%object%string,0,t,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,t
string,string%other%array%object%number,0,transform,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,transform
webinspector.datagridnode,webinspector.datagridnode%suite%other%webinspector.heapsnapshotgridnode%string,0,parent,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,parent
boolean,boolean%other%undefined%self%void,0,add,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,add
string,string%other%boolean%void%jquery,0,append to,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,appendTo
jquery,jquery%boolean%other%element%undefined,0,prepend,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,prepend
boolean,boolean%undefined%other%jquery%string,0,prepend to,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,prependTo
function,function%void%undefined%other%boolean,0,before,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,before
function,function%void%other%boolean%undefined,0,after,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,after
jquery,jquery%other%element%void%node,0,insert before,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,insertBefore
jquery,jquery%other%void%function%boolean,0,insert after,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,insertAfter
boolean,boolean%self%other%jquery%angular.jqlite,0,remove,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,remove
other,other%boolean%void%jquery%undefined,0,select,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,select
other,other%boolean%void%jquery%undefined,0,select all,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,selectAll
element,element%other%number%array%array.<string>,0,a px,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,asPX
boolean,boolean%string%other%object%number,0,use,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,use
other,other%element%angular.jqlite%webinspector.consolemessage%boolean,0,clone,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,clone
string,string%date%google.maps.latlng%number%other,0,to defs,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,toDefs
string,string%regexp%other%date%array,0,to pattern,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,toPattern
other,other%region%string%ext.util.region%ecui.ui.control,0,marker,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,marker
object,object%string%other%array%arraybuffer,0,data,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,data
boolean,boolean%other%void%object%undefined,0,remove data,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,removeData
string,string%string|undefined%string|null%object%array.<string>,0,to data url,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,19,,toDataURL
number,number%other%int%string%number|string,0,h,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,h
number,number%number|string%other%int%string|number,0,m,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,m
other,other%object%jquery%object|boolean%undefined,0,animation,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,animation
boolean,boolean%other%array%object%void,0,in anim,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,inAnim
number,number%string%other%int%array,0,status,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,status
undefined,undefined%other%array|null%number%void,0,stop,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,stop
boolean,boolean%undefined%void%other%self,0,animate,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,animate
undefined,undefined%other%array|null%number%void,0,stop,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,stop
boolean,boolean%undefined%void%other%self,0,animate,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,animate
function,function%other%number%void%string,0,f,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,f
other,other%string%number%array%ol.coordinate,0,c,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,c
number,number%other%justmath.vec2%array%boolean,0,d,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,d
boolean,boolean%other%undefined%self%void,0,add,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,add
number,number%boolean%int%other%integer,0,mult leave,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,multLeft
boolean,boolean%other%void%justmath.vec2%number,0,invert,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,invert
other,other%element%angular.jqlite%webinspector.consolemessage%boolean,0,clone,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,clone
number,number%boolean%other%string%object,0,translate,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,translate
object,object%number%other%array.<number>%vector,0,scale,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,scale
number,number%other%boolean%google.maps.latlng%object,0,rotate,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,rotate
number,number%other%int%number|undefined%string|number,0,skew x,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,skewX
number,number%string|number%number|undefined%int%number|string,0,skew y,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,skewY
object,object%number%other%phaser.pointer%walkontablecellcoords,0,skew,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,skew
number,number%other%array|ndarray|number%array%int,0,x,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,x
number,number%int%array%string|number%other,0,y,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,y
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,get
string,string%other%object%boolean%string|buffer,0,to string,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,toString
object,object%number%other%string%array,0,offset,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,offset
number,number%other%google.maps.latlng%latlng%justmath.vec2,0,determinant,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,determinant
other,other%string%number%boolean%webinspector.textrange,0,split,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,split
string,string%string|null%other%object%array,0,to transform string,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,toTransformString
array,array%kinetic.transform%other%ext.draw.matrix%object,0,matrix,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,matrix
number,number%other%string%function%justmath.vec2,0,g,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,g
number,number%other%int%string%number|string,0,h,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,h
number,number%int%other%integer%string,0,i,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,i
number,number%string%other%boolean%void,0,j,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,j
other,other%void%mixed%string%number,0,deurl,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,deurl
element,element%other%number%justmath.vec2%object,0,b,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,b
number,number%other%justmath.vec2%array%boolean,0,d,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,d
other,other%string%number%array%ol.coordinate,0,c,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,c
number,number%other%justmath.vec2%array%boolean,0,d,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,d
function,function%string%angular.jqlite%other%void,0,add class,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,addClass
angular.jqlite,angular.jqlite%other%function%string%void,0,remove class,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,removeClass
boolean,boolean%bool%string%lf.predicate%other,0,have class,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,hasClass
function,function%void%undefined%string%angular.jqlite,0,toggle class,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,toggleClass
number,number%other%string%function%justmath.vec2,0,g,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,g
number,number%other%int%string%number|string,0,h,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,h
other,other%void%mixed%string%number,0,"""+""",,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,"""+"""
other,other%void%mixed%string%number,0,"""-""",,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,"""-"""
other,other%void%mixed%string%number,0,"""/""",,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,"""/"""
other,other%void%mixed%string%number,0,"""*""",,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,"""*"""
other,other%me.rect%rectangle%openseadragon.rect%object,0,rect,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,rect
other,other%void%undefined%object%array,0,circle,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,circle
element,element%other%number%array.<string>%object,0,a,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,a
void,void%other%function%object%boolean,0,onload,,,,/home/zcl/Desktop/parametermismatch/dataset/Snap.svg/dist/snap.svg-min.js,20,,onload
