file,name,start_line,end_line,comment,params
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.compare,654,656,"
  Section: Visibility
  .
  Section: Comparing to another cursor
  . Public: Compare this cursor's buffer position to another cursor's buffer position... See {Point::compare} for more details... * `otherCursor`{Cursor} to compare against",otherCursor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.compare,654,656,"
  Section: Visibility
  .
  Section: Comparing to another cursor
  . Public: Compare this cursor's buffer position to another cursor's buffer position... See {Point::compare} for more details... * `otherCursor`{Cursor} to compare against",otherCursor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-component.js,TextEditorComponent.didBlur,1500,1504," Called by TextEditorElement so that this function is always the first. listener to be fired, even if other listeners are bound before creating. the component.",event:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selectors.js,parse,10,14," Private: Parse a selector into parts..          If already parsed, returns the selector unmodified... * `selector` a {String|Array<String>} specifying what to match. Returns selector parts, an {Array<String>}.","selector:string,array"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/view-registry.js,ViewRegistry.getView,122,131," Essential: Get the view associated with an object in the workspace... If you're just *using* the workspace, you shouldn't need to access the view. layer, but view layer access may be necessary if you want to perform DOM. manipulation that isn't supported via the model API... ## View Resolution Algorithm.. The view associated with the object is resolved using the following. sequence..  1. Is the object an instance of `HTMLElement`? If true, return the object..  2. Does the object have a method named `getElement` that returns an.     instance of `HTMLElement`? If true, return that value..  3. Does the object have a property named `element` with a value which is.     an instance of `HTMLElement`? If true, return the property value..  4. Is the object a jQuery object, indicated by the presence of a `jquery`.     property? If true, return the root DOM element (i.e. `object[0]`)..  5. Has a view provider been registered for the object? If true, use the.     provider to create a view associated with the object, and return the.     view... If no associated view is returned by the sequence an error is thrown... Returns a DOM element.",object:object
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.selectToScreenPosition,211,231," Public: Selects the text from the current cursor position to a given screen. position... * `position` An instance of {Point}, with a given `row` and `column`.",position:;options:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.setScreenRange,74,76, Public: Modifies the screen range for the selection... * `screenRange` The new {Range} to use.. * `options` (optional) {Object} options matching those found in {::setBufferRange}.,"screenRange:;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.setBufferRange,92,104," Public: Modifies the buffer {Range} for the selection... * `bufferRange` The new {Range} to select.. * `options` (optional) {Object} with the keys:.   * `preserveFolds` if `true`, the fold settings are preserved after the.     selection moves..   * `autoscroll` {Boolean} indicating whether to autoscroll to the new.     range. Defaults to `true` if this is the most recently added selection,.     `false` otherwise.","bufferRange:;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/config.js,Config.unset,730,766, Essential: Restore the setting at `keyPath` to its default value... * `keyPath` The {String} name of the key.. * `options` (optional) {Object}.   * `scopeSelector` (optional) {String}. See {::set}.   * `source` (optional) {String}. See {::set},"keyPath:string;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/dock.js,Dock.onDidChangeHovered,631,633, Extended: Invoke the given callback when the hovered state of the dock changes... * `callback` {Function} to be called when the hovered state changes..   * `hovered` {Boolean} Is the dock now hovered?.. Returns a {Disposable} on which `.dispose()` can be called to unsubscribe.,callback:function
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/color.js,Color.parse,14,36," Essential: Parse a {String} or {Object} into a {Color}... * `value` A {String} such as `'white'`, `#ff00ff`, or.   `'rgba(255, 15, 60, .75)'` or an {Object} with `red`, `green`, `blue`,.   and `alpha` properties... Returns a {Color} or `null` if it cannot be parsed.",value:string
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.setScreenRange,74,76, Public: Modifies the screen range for the selection... * `screenRange` The new {Range} to use.. * `options` (optional) {Object} options matching those found in {::setBufferRange}.,"screenRange:;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.setScreenRange,74,76, Public: Modifies the screen range for the selection... * `screenRange` The new {Range} to use.. * `options` (optional) {Object} options matching those found in {::setBufferRange}.,"screenRange:;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.setScreenPosition,66,70,"
  Section: Managing Cursor Position
  . Public: Moves a cursor to a given screen position... * `screenPosition` {Array} of two numbers: the screen row, and the screen column.. * `options` (optional) {Object} with the following keys:.   * `autoscroll` A Boolean which, if `true`, scrolls the {TextEditor} to wherever.     the cursor moves to.","screenPosition:number,array;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.expandOverLine,403,408, Public: Expands the newest selection to include the entire line on which. the cursor currently rests... It also includes the newline character.,options:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.expandOverWord,376,380, Public: Expands the newest selection to include the entire word on which. the cursors rests.,options:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.getPathStatus,374,390, Public: Get the status of a single path in the repository... * `path` A {String} repository-relative path... Returns a {Number} representing the status. This value can be passed to. {::isStatusModified} or {::isStatusNew} to get more information.,path:string
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.setBufferPosition,84,88," Public: Moves a cursor to a given buffer position... * `bufferPosition` {Array} of two numbers: the buffer row, and the buffer column.. * `options` (optional) {Object} with the following keys:.   * `autoscroll` {Boolean} indicating whether to autoscroll to the new.     position. Defaults to `true` if this is the most recently added cursor,.     `false` otherwise.","bufferPosition:number,array;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/dock.js,Dock.pointWithinHoverArea,333,405," Determine whether the cursor is within the dock hover area. This isn't as simple as just using. mouseenter/leave because we want to be a little more forgiving. For example, if the cursor is. over the footer, we want to show the bottom dock's toggle button. Also note that our criteria. for detecting entry are different than detecting exit but, in order for us to avoid jitter, the. area considered when detecting exit MUST fully encompass the area considered when detecting. entry.",point:;detectingExit:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.moveRight,305,327," Public: Moves the cursor right one screen column... * `columnCount` (optional) {Number} number of columns to move (default: 1). * `options` (optional) {Object} with the following keys:.   * `moveToEndOfSelection` if true, move to the right of the selection if a.     selection exists.","columnCount:number,optional;moveToEndOfSelection:"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.moveLeft,281,297," Public: Moves the cursor left one screen column... * `columnCount` (optional) {Number} number of columns to move (default: 1). * `options` (optional) {Object} with the following keys:.   * `moveToEndOfSelection` if true, move to the left of the selection if a.     selection exists.","columnCount:number,optional;moveToEndOfSelection:"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/config.js,Config.setScopedDefaultsFromSchema,1131,1151, `schema` will look something like this.. ```coffee. type: 'string'. default: 'ok'. scopes:.   '.source.js':.     default: 'omg'. ```,keyPath:;schema:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/config.js,Config.resetSettingsForSchemaChange,1182,1194," When the schema is changed / added, there may be values set in the config. that do not conform to the schema. This will reset make them conform.",source:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.maintainConfig,145,177, Keep a {TextEditor}'s configuration in sync with Atom's settings... * `editor` The editor whose configuration will be maintained... Returns a {Disposable} that can be used to stop updating the editor's. configuration.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor.js,TextEditor.observeGrammar,747,750, Extended: Calls your `callback` when the grammar that interprets and. colorizes the text has been changed. Immediately calls your callback with. the current grammar... * `callback` {Function}.   * `grammar` {Grammar}.. Returns a {Disposable} on which `.dispose()` can be called to unsubscribe.,callback:function
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.moveUp,241,253,"
  Section: Moving the Cursor
  . Public: Moves the cursor up one screen row... * `rowCount` (optional) {Number} number of rows to move (default: 1). * `options` (optional) {Object} with the following keys:.   * `moveToEndOfSelection` if true, move to the left of the selection if a.     selection exists.","rowCount:number,optional;moveToEndOfSelection:"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.moveDown,261,273," Public: Moves the cursor down one screen row... * `rowCount` (optional) {Number} number of rows to move (default: 1). * `options` (optional) {Object} with the following keys:.   * `moveToEndOfSelection` if true, move to the left of the selection if a.     selection exists.","rowCount:number,optional;moveToEndOfSelection:"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/config.js,Config.transact,816,823," Extended: Suppress calls to handler functions registered with {::onDidChange}. and {::observe} for the duration of `callback`. After `callback` executes,. handlers will be called once if the value for their key-path has changed... * `callback` {Function} to execute while suppressing calls to handlers.",callback:function
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/view-registry.js,ViewRegistry.getView,122,131," Essential: Get the view associated with an object in the workspace... If you're just *using* the workspace, you shouldn't need to access the view. layer, but view layer access may be necessary if you want to perform DOM. manipulation that isn't supported via the model API... ## View Resolution Algorithm.. The view associated with the object is resolved using the following. sequence..  1. Is the object an instance of `HTMLElement`? If true, return the object..  2. Does the object have a method named `getElement` that returns an.     instance of `HTMLElement`? If true, return that value..  3. Does the object have a property named `element` with a value which is.     an instance of `HTMLElement`? If true, return the property value..  4. Is the object a jQuery object, indicated by the presence of a `jquery`.     property? If true, return the root DOM element (i.e. `object[0]`)..  5. Has a view provider been registered for the object? If true, use the.     provider to create a view associated with the object, and return the.     view... If no associated view is returned by the sequence an error is thrown... Returns a DOM element.",object:object
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/native-watcher-registry.js,absolute,4,7, Private: re-join the segments split from an absolute path to form another absolute path.,parts:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/tooltip-manager.js,TooltipManager.add,114,177," Essential: Add a tooltip to the given element... * `target` An `HTMLElement`. * `options` An object with one or more of the following options:.   * `title` A {String} or {Function} to use for the text in the tip. If.     a function is passed, `this` will be set to the `target` element. This.     option is mutually exclusive with the `item` option..   * `html` A {Boolean} affecting the interpretation of the `title` option..     If `true` (the default), the `title` string will be interpreted as HTML..     Otherwise it will be interpreted as plain text..   * `item` A view (object with an `.element` property) or a DOM element.     containing custom content for the tooltip. This option is mutually.     exclusive with the `title` option..   * `class` A {String} with a class to apply to the tooltip element to.     enable custom styling..   * `placement` A {String} or {Function} returning a string to indicate.     the position of the tooltip relative to `element`. Can be `'top'`,.     `'bottom'`, `'left'`, `'right'`, or `'auto'`. When `'auto'` is.     specified, it will dynamically reorient the tooltip. For example, if.     placement is `'auto left'`, the tooltip will display to the left when.     possible, otherwise it will display right..     When a function is used to determine the placement, it is called with.     the tooltip DOM node as its first argument and the triggering element.     DOM node as its second. The `this` context is set to the tooltip.     instance..   * `trigger` A {String} indicating how the tooltip should be displayed..     Choose from one of the following options:.       * `'hover'` Show the tooltip when the mouse hovers over the element..         This is the default..       * `'click'` Show the tooltip when the element is clicked. The tooltip.         will be hidden after clicking the element again or anywhere else.         outside of the tooltip itself..       * `'focus'` Show the tooltip when the element is focused..       * `'manual'` Show the tooltip immediately and only hide it when the.         returned disposable is disposed..   * `delay` An object specifying the show and hide delay in milliseconds..     Defaults to `{show: 1000, hide: 100}` if the `trigger` is `hover` and.     otherwise defaults to `0` for both values..   * `keyBindingCommand` A {String} containing a command name. If you specify.     this option and a key binding exists that matches the command, it will.     be appended to the title or rendered alone if no title is specified..   * `keyBindingTarget` An `HTMLElement` on which to look up the key binding..     If this option is not supplied, the first of all matching key bindings.     for the given command will be rendered... Returns a {Disposable} on which `.dispose()` can be called to remove the. tooltip.",target:function;options:object
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/gutter.js,Gutter.decorateMarker,105,107," Essential: Add a decoration that tracks a {DisplayMarker}. When the marker moves,. is invalidated, or is destroyed, the decoration will be updated to reflect. the marker's state... ## Arguments.. * `marker` A {DisplayMarker} you want this decoration to follow.. * `decorationParams` An {Object} representing the decoration. It is passed.   to {TextEditor::decorateMarker} as its `decorationParams` and so supports.   all options documented there..   * `type` __Caveat__: set to `'line-number'` if this is the line-number.     gutter, `'gutter'` otherwise. This cannot be overridden... Returns a {Decoration} object",marker:;options:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/main-process/application-menu.js,ApplicationMenu.enableWindowSpecificItems,96,100," Public: Used to make all window related menu items are active... enable - If true enables all window specific items, if false disables all.          window specific items.",enable:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.ensureWritable,412,427," Private: Ensure that the {TextEditor} is not marked read-only before allowing a buffer modification to occur. if. the editor is read-only, require an explicit opt-in option to proceed (`bypassReadOnly`) or throw an Error.",methodName:;opts:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.selectLeft,251,253, Public: Selects the text one position left of the cursor... * `columnCount` (optional) {Number} number of columns to select (default: 1),"columnCount:number,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.getRepo,524,530, Returns the corresponding {Repository},path:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.checkoutHead,472,477,"
  Section: Checking Out
  . Public: Restore the contents of a path in the working directory and index. to the version at `HEAD`... This is essentially the same as running:.. ```sh.   git reset HEAD -- <path>.   git checkout HEAD -- <path>. ```.. * `path` The {String} path to checkout... Returns a {Boolean} that's true if the method was successful.",path:string
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.relativize,208,210, Public: Makes a path relative to the repository's working directory.,path:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.getPathStatus,374,390, Public: Get the status of a single path in the repository... * `path` A {String} repository-relative path... Returns a {Number} representing the status. This value can be passed to. {::isStatusModified} or {::isStatusNew} to get more information.,path:string
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.checkoutHead,472,477,"
  Section: Checking Out
  . Public: Restore the contents of a path in the working directory and index. to the version at `HEAD`... This is essentially the same as running:.. ```sh.   git reset HEAD -- <path>.   git checkout HEAD -- <path>. ```.. * `path` The {String} path to checkout... Returns a {Boolean} that's true if the method was successful.",path:string
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.getRepo,524,530, Returns the corresponding {Repository},path:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/git-repository.js,GitRepository.checkoutReference,486,488," Public: Checks out a branch in your repository... * `reference` The {String} reference to checkout.. * `create`    A {Boolean} value which, if true creates the new reference if.   it doesn't exist... Returns a Boolean that's true if the method was successful.","reference:string,boolean;create:boolean"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/color.js,Color.parse,14,36," Essential: Parse a {String} or {Object} into a {Color}... * `value` A {String} such as `'white'`, `#ff00ff`, or.   `'rgba(255, 15, 60, .75)'` or an {Object} with `red`, `green`, `blue`,.   and `alpha` properties... Returns a {Color} or `null` if it cannot be parsed.",value:string
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/config.js,Config.getAll,613,643," Extended: Get all of the values for the given key-path, along with their. associated scope selector... * `keyPath` The {String} name of the key to retrieve. * `options` (optional) {Object} see the `options` argument to {::get}.. Returns an {Array} of {Object}s with the following keys:.  * `scopeDescriptor` The {ScopeDescriptor} with which the value is associated.  * `value` The value for the key-path","keyPath:string;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/config.js,Config.getAll,613,643," Extended: Get all of the values for the given key-path, along with their. associated scope selector... * `keyPath` The {String} name of the key to retrieve. * `options` (optional) {Object} see the `options` argument to {::get}.. Returns an {Array} of {Object}s with the following keys:.  * `scopeDescriptor` The {ScopeDescriptor} with which the value is associated.  * `value` The value for the key-path","keyPath:string;options:object,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/cursor.js,Cursor.compare,654,656,"
  Section: Visibility
  .
  Section: Comparing to another cursor
  . Public: Compare this cursor's buffer position to another cursor's buffer position... See {Point::compare} for more details... * `otherCursor`{Cursor} to compare against",otherCursor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.replace,82,99, Layers the contents of a project's file's config. on top of the current global config.,projectSpecification:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.onDidChangePaths,168,170,"
  Section: Event Subscription
  . Public: Invoke the given callback when the project paths change... * `callback` {Function} to be called after the project paths change..    * `projectPaths` An {Array} of {String} project paths... Returns a {Disposable} on which `.dispose()` can be called to unsubscribe.",callback:function
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/decoration.js,Decoration.setProperties,164,173," Essential: Update the marker with new Properties. Allows you to change the decoration's class... ## Examples.. ```coffee. decoration.setProperties({type: 'line-number', class: 'my-new-class'}). ```.. * `newProperties` {Object} eg. `{type: 'line-number', class: 'my-new-class'}`","newProperties:number,object"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/project.js,Project.onDidAddBuffer,179,181, Public: Invoke the given callback when a text buffer is added to the. project... * `callback` {Function} to be called when a text buffer is added..   * `buffer` A {TextBuffer} item... Returns a {Disposable} on which `.dispose()` can be called to unsubscribe.,callback:function
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/gutter.js,Gutter.decorateMarker,105,107," Essential: Add a decoration that tracks a {DisplayMarker}. When the marker moves,. is invalidated, or is destroyed, the decoration will be updated to reflect. the marker's state... ## Arguments.. * `marker` A {DisplayMarker} you want this decoration to follow.. * `decorationParams` An {Object} representing the decoration. It is passed.   to {TextEditor::decorateMarker} as its `decorationParams` and so supports.   all options documented there..   * `type` __Caveat__: set to `'line-number'` if this is the line-number.     gutter, `'gutter'` otherwise. This cannot be overridden... Returns a {Decoration} object",marker:;options:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/main-process/context-menu.js,ContextMenu.createClickHandlers,15,32," It's necessary to build the event handlers in this process, otherwise. closures are dragged across processes and failed to be garbage collected. appropriately.",template:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-component.js,TextEditorComponent.didKeydown,1672,1690," We need to get clever to detect when the accented character menu is. opened on macOS. Usually, every keydown event that could cause input is. followed by a corresponding keypress. However, pressing and holding. long enough to open the accented character menu causes additional keydown. events to fire that aren't followed by their own keypress and textInput. events... Therefore, we assume the accented character menu has been deployed if,. before observing any keyup event, we observe events in the following. sequence:.. keydown(code: X), keypress, keydown(code: X).. The code X must be the same in the keydown events that bracket the. keypress, meaning we're *holding* the _same_ key we intially pressed.. Got that?",event:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/theme-manager.js,ThemeManager.onDidChangeActiveThemes,55,57,"
  Section: Event Subscription
  . Essential: Invoke `callback` when style sheet changes associated with. updating the list of active themes have completed... * `callback` {Function}.. Returns a {Disposable} on which `.dispose()` can be called to unsubscribe.",callback:function
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/main-process/auto-update-manager.js,AutoUpdateManager.onUpdateError,162,173, noop callback to get async behavior,event:;message:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/gutter-container.js,GutterContainer.addGutterDecoration,99,107, The public interface is Gutter::decorateMarker or TextEditor::decorateMarker.,gutter:;marker:;options:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.ensureWritable,412,427," Private: Ensure that the {TextEditor} is not marked read-only before allowing a buffer modification to occur. if. the editor is read-only, require an explicit opt-in option to proceed (`bypassReadOnly`) or throw an Error.",methodName:;opts:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.selectLeft,251,253, Public: Selects the text one position left of the cursor... * `columnCount` (optional) {Number} number of columns to select (default: 1),"columnCount:number,optional"
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.ensureWritable,412,427," Private: Ensure that the {TextEditor} is not marked read-only before allowing a buffer modification to occur. if. the editor is read-only, require an explicit opt-in option to proceed (`bypassReadOnly`) or throw an Error.",methodName:;opts:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.ensureWritable,412,427," Private: Ensure that the {TextEditor} is not marked read-only before allowing a buffer modification to occur. if. the editor is read-only, require an explicit opt-in option to proceed (`bypassReadOnly`) or throw an Error.",methodName:;opts:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/selection.js,Selection.ensureWritable,412,427," Private: Ensure that the {TextEditor} is not marked read-only before allowing a buffer modification to occur. if. the editor is read-only, require an explicit opt-in option to proceed (`bypassReadOnly`) or throw an Error.",methodName:;opts:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/gutter-container.js,GutterContainer.removeGutter,85,96,"
  Section: Private Methods
  . Processes the destruction of the gutter. Throws an error if this gutter is. not within this gutterContainer.",gutter:
E:/research/parameterMismatch/parametermismatch/dataset/atom/src/text-editor-registry.js,TextEditorRegistry.remove,122,126, Remove a `TextEditor`... * `editor` The editor to remove... Returns a {Boolean} indicating whether the editor was successfully removed.,editor:
